num_pipeline__Income,num_pipeline__Age,num_pipeline__children,num_pipeline__num_purchases,num_pipeline__expenses,ordinal_pipeline__Education_Level,onehot_pipeline__relationship_in_relationship,onehot_pipeline__relationship_single
-0.5446441267881788,-0.6858741503508012,0.059866199833694504,-1.4251945308617637,-0.9831354716173129,1.0,0.0,1.0
1.145448456712603,-0.25282785234346244,-1.2779601025723368,0.5448303098202872,2.1415092834937925,2.0,1.0,0.0
1.1731620160021174,-0.5992648907493334,-1.2779601025723368,0.9388352779566974,2.672549068725781,1.0,0.0,1.0
-1.2167220802899894,-0.5992648907493334,-1.2779601025723368,-1.4251945308617637,-0.9748119640117958,0.0,1.0,0.0
0.21820297560611787,0.35343696486681186,-1.2779601025723368,0.807500288577894,0.14719686121190426,1.0,1.0,0.0
-1.050923539174672,-1.3787482271625433,0.059866199833694504,-0.37451461583133655,-0.7301008404095942,1.0,0.0,1.0
-1.2177842724578802,0.006999926460940838,0.059866199833694504,-1.4251945308617637,-0.9781413670540027,1.0,1.0,0.0
-1.350316886133345,-0.33943711194493015,0.059866199833694504,-0.7685195839677468,-0.8732651712244877,0.0,1.0,0.0
-0.6231497842877437,0.5266554840697474,-1.2779601025723368,-0.50584960521014,-0.47540150768077205,2.0,1.0,0.0
1.4404481906131823,-1.5519667463654787,-1.2779601025723368,1.5955102248507145,0.2903611920267977,1.0,0.0,1.0
-1.0663736070712653,0.7864832628741506,1.3976925022397257,-1.0311895627253536,-0.9115533062098662,1.0,1.0,0.0
-0.7429843734106958,-0.07960933314052691,1.3976925022397257,-0.24317962645253316,-0.753406661705042,2.0,1.0,0.0
-0.05497353739052327,1.046311041678554,0.059866199833694504,0.2821603310626804,-0.3855076255411878,1.0,0.0,1.0
1.3550865654845041,-0.33943711194493015,-1.2779601025723368,0.5448303098202872,1.2692056864356043,1.0,1.0,0.0
0.1280132042597542,0.18021844566387635,0.059866199833694504,-0.6371845945889434,-0.6818244962975952,1.0,1.0,0.0
-0.44093554603229584,-0.25282785234346244,0.059866199833694504,-1.2938595414829603,-0.951506142716348,2.0,0.0,1.0
-1.3470820281674958,-0.07960933314052691,0.059866199833694504,-0.6371845945889434,-0.9331944259842105,2.0,1.0,0.0
-1.034700967883249,-1.2055297079596077,0.059866199833694504,-1.162524552104157,-0.9298650229420037,1.0,1.0,0.0
-0.17432531189170689,0.7864832628741506,0.059866199833694504,0.9388352779566974,0.004032530397010766,1.0,0.0,1.0
0.013827546211493987,-0.25282785234346244,1.3976925022397257,-1.0311895627253536,-0.8999003955621423,1.0,0.0,1.0
1.3021700829386718,1.5659665992873604,-1.2779601025723368,1.3328402460931077,0.6233014962474802,0.0,1.0,0.0
-0.06646452538861457,-1.2055297079596077,-1.2779601025723368,0.15082534168387704,-0.3222489677392581,2.0,1.0,0.0
-0.17881548787415433,0.7864832628741506,0.059866199833694504,-1.0311895627253536,-0.8849180818722115,0.0,0.0,1.0
-0.8194622094988329,0.8730925224756184,0.059866199833694504,-1.0311895627253536,-0.9132180077309695,2.0,0.0,1.0
1.6496034847633148,-0.8590926695537366,0.059866199833694504,1.5955102248507145,0.941259486778232,1.0,1.0,0.0
0.6913613049392892,2.085622156896167,-1.2779601025723368,0.15082534168387704,0.8596891122441648,2.0,1.0,0.0
1.7221222409529497,0.8730925224756184,-1.2779601025723368,0.6761652991990906,0.8214009772587864,1.0,1.0,0.0
-1.3003455727803008,-0.8590926695537366,0.059866199833694504,-1.2938595414829603,-0.9565002472796583,0.0,1.0,0.0
-0.11735318652301892,0.4400462244682796,1.3976925022397257,-0.24317962645253316,-0.6934774069453191,1.0,1.0,0.0
0.04279642351760651,0.006999926460940838,1.3976925022397257,1.464175235471911,0.5101017928124482,1.0,1.0,0.0
-0.6261915164048855,-0.7724834099522689,0.059866199833694504,-0.7685195839677468,-0.7633948708316625,1.0,0.0,1.0
1.8120706049884292,0.7864832628741506,-1.2779601025723368,-0.11184463707372977,0.41021970154624343,2.0,1.0,0.0
1.2442806097886236,-0.8590926695537366,0.059866199833694504,1.2015052567143043,0.6083191825575496,1.0,1.0,0.0
0.8014430387025168,-1.8984037847713497,-1.2779601025723368,0.2821603310626804,2.0249801770165536,2.0,0.0,1.0
0.27816855162977083,0.5266554840697474,0.059866199833694504,0.6761652991990906,0.007361933439217591,2.0,1.0,0.0
1.6662123077521527,-1.8984037847713497,-1.2779601025723368,1.3328402460931077,0.2104555190138339,1.0,0.0,1.0
-0.3646508357928662,-0.9457019291552045,0.059866199833694504,0.807500288577894,-0.08752605326367692,2.0,1.0,0.0
-0.035805796906312144,0.6132647436712151,1.3976925022397257,-0.8998545733465502,-0.8150006179858682,1.0,0.0,1.0
1.8944870609243194,-0.07960933314052691,-1.2779601025723368,0.019490352305073632,1.865168830990626,1.0,1.0,0.0
-0.7230924109938319,-0.7724834099522689,0.059866199833694504,0.6761652991990906,-0.0442438137149882,0.0,1.0,0.0
-1.0029800472330557,0.18021844566387635,1.3976925022397257,-1.0311895627253536,-0.8699357681822808,0.0,1.0,0.0
-1.4295467655655627,0.006999926460940838,0.059866199833694504,-1.0311895627253536,-0.9498414411952446,1.0,1.0,0.0
0.2222103369667968,1.392748080084425,0.059866199833694504,0.9388352779566974,0.09392641253659505,2.0,1.0,0.0
-0.9158802894660107,0.18021844566387635,0.059866199833694504,-0.7685195839677468,-0.8716004697033842,2.0,0.0,1.0
-1.5458085264874277,-1.3787482271625433,1.3976925022397257,-1.162524552104157,-0.9548355457585549,2.0,1.0,0.0
-0.9914407777727876,-0.5992648907493334,0.059866199833694504,-1.2938595414829603,-0.9331944259842105,1.0,0.0,1.0
2.435480844615971,-1.2055297079596077,-1.2779601025723368,1.5955102248507145,0.884659635060716,1.0,0.0,1.0
0.9637653145411007,0.35343696486681186,-1.2779601025723368,0.15082534168387704,-0.07420844109484963,0.0,1.0,0.0
1.35576250595498,-1.2921389675610755,-1.2779601025723368,0.15082534168387704,2.196444433690205,1.0,0.0,1.0
0.13622105282981942,1.392748080084425,1.3976925022397257,-0.8998545733465502,-0.8549534544923502,2.0,1.0,0.0
1.2480465638384182,1.1329203012800215,1.3976925022397257,1.0701702673355007,0.09559111405769846,2.0,1.0,0.0
0.5538557006596084,1.4793573396858926,0.059866199833694504,0.5448303098202872,-0.23401978712077723,1.0,1.0,0.0
0.4733705032107924,0.9597017820770861,1.3976925022397257,1.0701702673355007,0.04731476994569949,2.0,0.0,1.0
1.0583969804077349,0.006999926460940838,-1.2779601025723368,0.5448303098202872,0.20213201140831685,1.0,1.0,0.0
-0.48163681864738395,0.4400462244682796,1.3976925022397257,0.15082534168387704,-0.5403248670038051,2.0,1.0,0.0
0.5530349158026019,0.18021844566387635,-1.2779601025723368,1.0701702673355007,1.4623110628836002,2.0,1.0,0.0
-2.0267884526932494,-0.5992648907493334,0.059866199833694504,-1.162524552104157,-0.9565002472796583,0.0,0.0,1.0
-0.8577011275429014,0.8730925224756184,2.735518804645757,-0.7685195839677468,-0.8283182301546955,2.0,1.0,0.0
-0.7564066198958613,-0.33943711194493015,1.3976925022397257,-1.162524552104157,-0.9232062168575901,2.0,0.0,1.0
-0.705179988526219,0.35343696486681186,1.3976925022397257,-1.0311895627253536,-0.9415179335897276,2.0,0.0,1.0
1.995588442722652,-1.9850130443728176,-1.2779601025723368,0.9388352779566974,2.4528084679401307,2.0,0.0,1.0
0.6555364600040634,-0.5992648907493334,0.059866199833694504,0.2821603310626804,0.7481541103302362,2.0,1.0,0.0
1.6697851359532399,0.6132647436712151,-1.2779601025723368,1.0701702673355007,1.300835015336569,1.0,1.0,0.0
0.8123546491544859,-0.4260463715463979,0.059866199833694504,1.3328402460931077,0.4451784334894151,2.0,0.0,1.0
-0.4656073732046684,-1.6385760059669465,0.059866199833694504,-0.37451461583133655,-0.4853897168073925,1.0,1.0,0.0
0.3998861177776203,-0.5992648907493334,1.3976925022397257,0.019490352305073632,0.45516664261603557,1.0,1.0,0.0
-1.331100864186957,-0.5126556311478657,0.059866199833694504,-1.162524552104157,-0.8915768879566252,1.0,1.0,0.0
-0.626674331026654,-1.0323111887566723,0.059866199833694504,-1.4251945308617637,-0.9681531579273822,1.0,1.0,0.0
-0.7647110313902802,-0.33943711194493015,2.735518804645757,0.15082534168387704,-0.6535245704388372,0.0,1.0,0.0
-0.09277792227500012,0.2668277052653441,-1.2779601025723368,-0.8998545733465502,-0.7933594982115239,2.0,1.0,0.0
0.3779180524871516,1.392748080084425,1.3976925022397257,0.15082534168387704,-0.2406785932051909,2.0,1.0,0.0
0.6865814401837806,0.006999926460940838,0.059866199833694504,0.5448303098202872,-0.23901389168408746,1.0,1.0,0.0
-0.25022377043372174,-0.25282785234346244,0.059866199833694504,0.2821603310626804,-0.2906196388382933,0.0,1.0,0.0
-0.8377126022016838,-1.6385760059669465,0.059866199833694504,-0.50584960521014,-0.8566181560134535,1.0,0.0,1.0
0.4578721538520222,1.4793573396858926,0.059866199833694504,1.464175235471911,0.694883661654927,2.0,1.0,0.0
0.8616017405748772,1.739185118490296,-1.2779601025723368,0.807500288577894,1.2941762092521556,1.0,1.0,0.0
-0.07530003296697889,0.9597017820770861,0.059866199833694504,0.019490352305073632,-0.49537792593401303,1.0,0.0,1.0
0.41871588802659343,-0.7724834099522689,2.735518804645757,-1.4251945308617637,-0.9748119640117958,1.0,0.0,1.0
0.1858061144854487,-0.6858741503508012,0.059866199833694504,-0.7685195839677468,-0.7350949449729044,1.0,1.0,0.0
1.3900423441005465,1.2195295608814893,-1.2779601025723368,0.4134953204414838,1.0444709810866437,1.0,0.0,1.0
-1.0140847835337323,0.9597017820770861,2.735518804645757,-1.4251945308617637,-0.9831354716173129,2.0,0.0,1.0
0.9091106993569017,2.085622156896167,-1.2779601025723368,1.5955102248507145,1.8352042036107645,2.0,1.0,0.0
-1.3662980501138837,-1.2921389675610755,0.059866199833694504,-0.50584960521014,-0.8033477073381443,1.0,1.0,0.0
1.0930147887885393,-0.5126556311478657,-1.2779601025723368,0.6761652991990906,1.1476824753950552,2.0,0.0,1.0
-0.3884053151838785,0.2668277052653441,2.735518804645757,-0.7685195839677468,-0.8582828575345569,1.0,1.0,0.0
0.5322738870665545,1.392748080084425,-1.2779601025723368,0.4134953204414838,-0.30393725100712055,1.0,0.0,1.0
0.03888562508128132,0.8730925224756184,-1.2779601025723368,-0.37451461583133655,-0.5736188974258734,1.0,0.0,1.0
0.744712320644713,-1.6385760059669465,-1.2779601025723368,0.019490352305073632,0.8546950076808546,1.0,0.0,1.0
-1.2280682239015501,1.046311041678554,1.3976925022397257,-0.7685195839677468,-0.8566181560134535,1.0,1.0,0.0
-0.8724752549690188,0.35343696486681186,1.3976925022397257,-1.162524552104157,-0.9448473366319344,1.0,1.0,0.0
-1.1012328227629542,-1.1189204483581399,0.059866199833694504,-1.0311895627253536,-0.9098886046887628,1.0,1.0,0.0
-0.052124931122088866,-0.07960933314052691,1.3976925022397257,-0.8998545733465502,-0.7584007662683522,1.0,1.0,0.0
0.09706478700439065,0.8730925224756184,1.3976925022397257,-0.8998545733465502,-0.8499593499290399,2.0,1.0,0.0
0.02642900783965294,0.18021844566387635,0.059866199833694504,-1.0311895627253536,-0.8066771103803512,1.0,0.0,1.0
1.3953533049400004,-0.5126556311478657,0.059866199833694504,1.7268452142295179,2.0499506998331047,2.0,1.0,0.0
1.5599930909630733,1.8257943780917636,-1.2779601025723368,1.3328402460931077,1.1893000134226406,2.0,1.0,0.0
-0.6119002036005367,-0.07960933314052691,1.3976925022397257,-1.0311895627253536,-0.9298650229420037,2.0,1.0,0.0
-0.6393240741169898,0.8730925224756184,2.735518804645757,-1.4251945308617637,-0.9881295761806231,1.0,1.0,0.0
1.3021700829386718,1.5659665992873604,-1.2779601025723368,1.3328402460931077,0.6233014962474802,0.0,1.0,0.0
0.00595766787666675,-0.5992648907493334,0.059866199833694504,-0.6371845945889434,-0.6868186008609054,2.0,1.0,0.0
-1.7033026561083262,-1.6385760059669465,0.059866199833694504,-0.7685195839677468,-0.9098886046887628,0.0,1.0,0.0
0.739111671032198,1.9990128972946992,-1.2779601025723368,1.2015052567143043,0.7148600799081679,2.0,1.0,0.0
-1.0163057307938674,-1.2921389675610755,0.059866199833694504,-1.162524552104157,-0.894906290998832,2.0,1.0,0.0
-1.1238768285238987,0.6998740032726829,-1.2779601025723368,-1.162524552104157,-0.9331944259842105,0.0,1.0,0.0
-1.2676590228865705,-1.2055297079596077,0.059866199833694504,-1.2938595414829603,-0.9215415153364866,1.0,1.0,0.0
-0.9281437808589318,-0.07960933314052691,0.059866199833694504,-1.0311895627253536,-0.9398532320686241,2.0,0.0,1.0
0.47119783741283394,0.2668277052653441,0.059866199833694504,0.4134953204414838,0.007361933439217591,1.0,1.0,0.0
1.0883314869573846,-0.5992648907493334,-1.2779601025723368,1.2015052567143043,1.627116513472838,1.0,1.0,0.0
-0.27846842580718145,0.4400462244682796,1.3976925022397257,-1.0311895627253536,-0.8915768879566252,2.0,1.0,0.0
-1.2864405116733668,-0.7724834099522689,0.059866199833694504,-1.2938595414829603,-0.8716004697033842,0.0,1.0,0.0
0.7457745128126039,-1.7251852655684141,-1.2779601025723368,1.7268452142295179,1.1293707586629176,2.0,1.0,0.0
-0.6109828558191764,-1.6385760059669465,0.059866199833694504,-0.8998545733465502,-0.8532887529712467,1.0,1.0,0.0
-0.018279626136114065,-0.33943711194493015,1.3976925022397257,0.15082534168387704,-0.4803956122440823,1.0,1.0,0.0
-0.9740111699269433,-0.6858741503508012,1.3976925022397257,-1.162524552104157,-0.9531708442374515,1.0,1.0,0.0
0.875555083143988,-0.9457019291552045,-1.2779601025723368,1.0701702673355007,0.38358447720858885,2.0,1.0,0.0
1.377971978556333,1.3061388204829572,-1.2779601025723368,0.2821603310626804,1.6587458423738028,1.0,1.0,0.0
1.6990919834945903,1.3061388204829572,-1.2779601025723368,0.2821603310626804,1.1093943404096767,1.0,1.0,0.0
-0.22560022472352606,-0.33943711194493015,1.3976925022397257,0.019490352305073632,-0.5669600913414597,2.0,0.0,1.0
0.8504970042742007,1.4793573396858926,0.059866199833694504,0.5448303098202872,-0.11416127760133153,1.0,0.0,1.0
1.1778453178332722,0.09360918606240859,-1.2779601025723368,0.4134953204414838,1.151011878437262,1.0,0.0,1.0
0.587411316872522,-0.7724834099522689,0.059866199833694504,1.8581802036083213,0.9096301578772672,1.0,0.0,1.0
2.444654322429573,-0.6858741503508012,-1.2779601025723368,1.464175235471911,1.0594532947765742,2.0,1.0,0.0
-0.5257660750770287,0.35343696486681186,1.3976925022397257,-1.162524552104157,-0.9415179335897276,2.0,0.0,1.0
-1.5757430330370774,-1.2921389675610755,-1.2779601025723368,-1.4251945308617637,-0.9465120381530379,2.0,0.0,1.0
-1.0584554472742613,-1.6385760059669465,0.059866199833694504,-1.2938595414829603,-0.9165474107731764,1.0,1.0,0.0
-0.13545873483933923,0.5266554840697474,1.3976925022397257,0.2821603310626804,-0.5170190457083573,2.0,0.0,1.0
-0.32506003680784573,0.2668277052653441,0.059866199833694504,-1.162524552104157,-0.8965709925199354,1.0,1.0,0.0
0.6262296124627128,1.3061388204829572,0.059866199833694504,1.8581802036083213,1.998344952678899,1.0,0.0,1.0
-0.2621492915914047,1.1329203012800215,0.059866199833694504,0.019490352305073632,-0.6035835248057349,1.0,1.0,0.0
1.2768223152958234,1.3061388204829572,-1.2779601025723368,0.6761652991990906,0.8280597833432,1.0,1.0,0.0
-0.34519340653559394,0.09360918606240859,1.3976925022397257,0.5448303098202872,-0.5652953898203563,2.0,1.0,0.0
-0.2661566529520836,-0.4260463715463979,1.3976925022397257,1.464175235471911,-0.10417306847471106,2.0,1.0,0.0
0.9378381693521299,-1.3787482271625433,-1.2779601025723368,0.2821603310626804,0.989535830890231,1.0,1.0,0.0
-0.4868512165624842,-0.6858741503508012,0.059866199833694504,0.6761652991990906,-0.20239045821981239,1.0,1.0,0.0
0.0322710647630523,-0.7724834099522689,2.735518804645757,-1.4251945308617637,-0.9764766655328992,0.0,0.0,1.0
1.5577238622407612,1.8257943780917636,-1.2779601025723368,1.3328402460931077,1.683716365190354,2.0,1.0,0.0
-0.3367924321168213,1.3061388204829572,0.059866199833694504,-0.37451461583133655,-0.5303366578771846,2.0,0.0,1.0
0.8681680194309294,-0.9457019291552045,0.059866199833694504,1.7268452142295179,0.884659635060716,1.0,1.0,0.0
-0.30526463731533554,-1.6385760059669465,0.059866199833694504,-1.0311895627253536,-0.8150006179858682,0.0,1.0,0.0
1.010694895777003,0.006999926460940838,-1.2779601025723368,0.15082534168387704,0.7381659012036157,1.0,1.0,0.0
1.2599238035339244,-0.07960933314052691,1.3976925022397257,0.9388352779566974,0.18382029467617933,2.0,1.0,0.0
-1.0039939579387698,-0.9457019291552045,0.059866199833694504,-0.24317962645253316,-0.696806809987526,2.0,1.0,0.0
0.5967779205348318,0.6132647436712151,0.059866199833694504,2.252185171744731,1.0677768023820915,1.0,0.0,1.0
-0.459427346046031,-0.7724834099522689,0.059866199833694504,-0.37451461583133655,-0.6901480039031123,1.0,1.0,0.0
-0.007609422995029283,-0.5992648907493334,0.059866199833694504,0.15082534168387704,-0.04590851523609161,1.0,1.0,0.0
0.0005018626506822245,1.4793573396858926,0.059866199833694504,0.4134953204414838,0.8313891863854068,1.0,0.0,1.0
1.3713574182381039,-0.25282785234346244,-1.2779601025723368,0.2821603310626804,1.913445175102625,2.0,1.0,0.0
-0.8307600716482167,-1.465357486764011,0.059866199833694504,-1.4251945308617637,-0.9764766655328992,2.0,1.0,0.0
-0.6979860506618677,0.2668277052653441,1.3976925022397257,1.0701702673355007,-0.2839608327538796,1.0,0.0,1.0
1.4700930083897708,0.6132647436712151,0.059866199833694504,-0.11184463707372977,1.638769424120562,0.0,0.0,1.0
-0.6245982281530493,-0.16621859274199466,0.059866199833694504,-1.4251945308617637,-0.9681531579273822,1.0,1.0,0.0
-1.761964632653204,1.5659665992873604,-1.2779601025723368,-1.2938595414829603,-0.9731472624906924,1.0,0.0,1.0
0.5416404907288642,0.35343696486681186,0.059866199833694504,1.8581802036083213,0.8546950076808546,2.0,1.0,0.0
-1.4153520156855677,-0.5126556311478657,0.059866199833694504,-0.8998545733465502,-0.8899121864355218,0.0,1.0,0.0
-1.3453921769913058,-1.1189204483581399,0.059866199833694504,-1.2938595414829603,-0.9664884564062788,2.0,1.0,0.0
1.3631978511302156,0.9597017820770861,0.059866199833694504,0.5448303098202872,0.0023678288759073534,2.0,0.0,1.0
-2.1256688872314466,-0.33943711194493015,0.059866199833694504,-0.50584960521014,-0.9098886046887628,1.0,0.0,1.0
1.0587349506429728,0.09360918606240859,-1.2779601025723368,0.9388352779566974,2.471120184672268,1.0,0.0,1.0
0.6486322109127732,0.9597017820770861,0.059866199833694504,0.15082534168387704,0.6749072434016861,1.0,1.0,0.0
-1.3867693900768698,-0.16621859274199466,0.059866199833694504,-1.2938595414829603,-0.9614943518429685,1.0,0.0,1.0
1.0699362498680032,-1.811794525169882,-1.2779601025723368,0.9388352779566974,1.703692783443595,1.0,1.0,0.0
0.4609621674313409,0.9597017820770861,0.059866199833694504,2.120850182365928,0.8297244848643034,1.0,1.0,0.0
-0.9579334430220507,0.4400462244682796,1.3976925022397257,-1.162524552104157,-0.9764766655328992,2.0,1.0,0.0
1.3812068365221821,-0.25282785234346244,0.059866199833694504,0.15082534168387704,1.80856897927311,1.0,1.0,0.0
1.1346334091849877,1.392748080084425,0.059866199833694504,0.807500288577894,1.3091585229420861,1.0,1.0,0.0
0.7734397906399414,-1.6385760059669465,-1.2779601025723368,0.6761652991990906,2.5343788424741978,2.0,1.0,0.0
